Industrials,Health Care,Information Technology,Utilities,Financials,Materials,Consumer Discretionary,Real Estate,Communication Services,Consumer Staples,Energy
0.006293317360493044,0.006631520068631582,0.008003343809664679,0.011844282488113847,0.005369132000979194,0.00683664546730662,0.00634672060179725,0.009922555858089079,0.004712840150618417,0.006768345927215509,0.005138410482851958
