Value Large Cap,Growth Small Cap,Blend Large Cap,Growth Large Cap,Blend Small Cap,Value Mid Cap,Value Small Cap,Blend Mid Cap,Growth Mid Cap
0.006697341794103024,0.006145276389468242,0.006796800246147413,0.008278273551695747,0.007295728141596353,0.007161567281259017,0.007378576469585993,0.007341099989221052,0.005929466395173222
